City_ID,City,Country,Max Temp,Current Descritpion,Lat,Lng,Hotel Name
447,Mimongo,GA,73.56,light rain,-1.6195,11.6068,
448,Bardiyah,LY,74.16,few clouds,31.7561,25.0865,بورتو بردية
450,Chalmette,US,88.0,few clouds,29.9427,-89.9634,Marina Inn & Suites Chalmette-New Orleans
452,Uray,RU,51.94,overcast clouds,60.1247,64.7758,Hotel Pioner
455,Itarema,BR,86.45,few clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
456,Taretan,MX,77.11,overcast clouds,19.3333,-101.9167,Hotel Posada Jardín
457,Simbahan,PH,83.28,broken clouds,6.3032,120.5836,
458,Mogadishu,SO,79.11,overcast clouds,2.0371,45.3438,Hotel Juba
459,Jieshi,CN,82.83,overcast clouds,22.8134,115.8257,Yuehai Hotel
460,Santa Ines,BR,88.65,clear sky,-3.6667,-45.38,HOTEL TOP
462,Weifang,CN,65.82,light rain,36.71,119.1019,潍坊国际金融大酒店
464,Nantucket,US,62.71,clear sky,41.2835,-70.0995,Jared Coffin House
465,Diu,IN,84.27,broken clouds,20.7141,70.9822,Hotel Relax Inn
466,Kirkwood,US,56.41,overcast clouds,38.5834,-90.4068,Holiday Inn St Louis SW - Route 66
467,Carmen,MX,86.04,scattered clouds,18.6333,-91.8333,Hotel Lossandes
468,Xining,CN,54.97,overcast clouds,36.6167,101.7667,Super Leisure Hotel
469,Dhankuta,NP,65.08,overcast clouds,26.9833,87.3333,Hotel Kanjirowa
470,Marawi,PH,71.65,broken clouds,7.9986,124.2928,Derogongan Residence
471,Carman,CA,59.92,clear sky,49.4992,-98.0016,"Bell Aura Bed, Breakfast & Bistro"
472,Raymondville,US,89.91,few clouds,26.4815,-97.7831,La Quinta Inn & Suites by Wyndham Raymondville
475,Prabumulih,ID,74.82,overcast clouds,-3.45,104.25,OYO 2722 Lemon Residence Prabumulih
476,Tazmalt,DZ,81.52,broken clouds,36.3868,4.3989,Hôtel Numédia
477,Puerto Leguizamo,CO,88.07,few clouds,-0.1934,-74.7819,la casona de juancho
479,San Luis,AR,65.12,broken clouds,-33.295,-66.3356,Huarpes Hotel
480,Siocon,PH,79.41,broken clouds,7.7061,122.1353,ABS Hotel
482,Nador,MA,73.47,few clouds,35.174,-2.9287,Hôtel La Giralda
483,La Primavera,CO,82.74,broken clouds,5.4906,-70.4092,La Riviera Hotel Colonial
484,Santarem,BR,86.13,scattered clouds,-2.4431,-54.7083,Ecotur Lodge
485,Maceio,BR,83.64,broken clouds,-9.6658,-35.7353,Poutur Pousada
486,Macheng,CN,69.17,overcast clouds,31.1783,115.0319,Shell Macheng City Macheng Bus Station Hotel
488,Labuhan,ID,79.21,overcast clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
490,Kinsale,IE,60.17,broken clouds,51.7075,-8.5306,Actons Hotel Kinsale
491,Mersing,MY,76.91,few clouds,2.4312,103.8405,Timotel Hotel
492,Medea,DZ,61.25,scattered clouds,36.2642,2.7539,Hôtel M'Sallah
493,Nurota,UZ,87.89,scattered clouds,40.5614,65.6886,Guest House Ruslan Nurata & Tours
495,Charters Towers,AU,53.65,clear sky,-20.1,146.2667,Cattleman's Rest Motor Inn
496,Sao Pedro Do Sul,BR,57.85,moderate rain,-29.6206,-54.1789,Sítio Hotel e Eventos
498,Kamiiso,JP,51.8,light rain,41.8167,140.65,ビジネス民宿あべ
500,Mountain Home,US,58.48,broken clouds,43.133,-115.6912,Mountain Home Inn
501,Saint-Georges,GD,82.44,scattered clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
502,Mulchen,CL,55.26,overcast clouds,-37.7167,-72.2333,Hotel Los Maitenes de Villalón
504,Deming,US,86.25,clear sky,32.2687,-107.7586,Best Western Deming Southwest Inn
505,Nizhnyaya Salda,RU,55.78,overcast clouds,58.0776,60.7202,Salda
506,Lagos,NG,89.92,overcast clouds,6.5833,3.75,
508,Mbaiki,CF,75.42,light rain,3.8678,17.9892,
510,Sambava,MG,75.04,light rain,-14.2667,50.1667,Melrose
511,Saint-Joseph,RE,71.96,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
512,Ruyigi,BI,62.46,broken clouds,-3.45,30.3167,
514,Zbarazh,UA,52.54,overcast clouds,49.6636,25.7762,Edelʹveys
515,Sobolevo,RU,60.98,overcast clouds,54.4299,31.8996,
516,Eureka,US,54.19,few clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
517,Saint Joseph,US,56.08,overcast clouds,39.7686,-94.8466,Whiskey Mansion Inn
518,Point Pedro,LK,82.35,scattered clouds,9.8167,80.2333,Gtr homes
519,Shirochanka,RU,69.12,scattered clouds,46.6497,38.3978,Эко-кемпинг St. Agria
520,Atambua,ID,70.68,scattered clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
521,Khani,GE,63.97,light rain,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
523,Hof,DE,58.5,few clouds,50.3167,11.9167,Hotel Burghof
524,Dharchula,IN,72.46,overcast clouds,29.85,80.5333,Mahara Hotel
525,Tura,IN,73.83,scattered clouds,25.5198,90.2201,Hotel RIKMAN Continental
526,Los Llanos De Aridane,ES,68.13,few clouds,28.6585,-17.9182,Valle Aridane
527,Mapiripan,CO,85.78,broken clouds,2.8892,-72.1256,Monserrate
529,Itoman,JP,77.77,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
530,Kailua,US,75.18,few clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
531,Russell,US,84.11,broken clouds,32.3502,-85.1999,Macs
532,Paris,FR,73.26,clear sky,48.8534,2.3488,Hôtel Britannique - Paris Centre
533,Xinzhi,CN,71.28,broken clouds,36.4989,111.7047,Mingyue Hotel
534,Tytuvenai,LT,53.51,light rain,55.6,23.2,Svečių namai Tarp trijų ežerų
535,Asosa,ET,70.18,broken clouds,10.0667,34.5333,Blendana Hotel Assosa
536,Stupino,RU,69.55,light rain,54.9008,38.0708,Hotel Melnitsa
537,Kotri,PK,87.89,clear sky,25.366,68.3122,Drivers Running Room
538,Mbandaka,CD,78.91,light rain,0.0487,18.2603,Guest House Epervier
539,Mayumba,GA,78.35,light rain,-3.432,10.6554,LIKWALE LODGE
540,Baculin,PH,78.26,broken clouds,7.4525,126.5842,Shovy's Cove
541,Along,IN,72.88,scattered clouds,28.1667,94.7667,Hotel West
542,Turka,UA,56.8,overcast clouds,49.1541,23.0297,Мотель
543,Ulladulla,AU,51.1,overcast clouds,-35.35,150.4667,Sandpiper Motel
544,Soe,ID,65.84,broken clouds,-9.8607,124.28399999999999,Dena Hotel
546,Rio Grande,BR,62.71,moderate rain,-32.035,-52.0986,Hotel Atlântico Rio Grande
547,Pimentel,PE,70.0,overcast clouds,-6.8367,-79.9342,Casona Del Muelle
548,Gorontalo,ID,76.17,scattered clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
549,Damphu,BT,67.3,broken clouds,27.0721,90.1096,
551,Fare,PF,79.36,scattered clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
553,Tongliao,CN,55.11,scattered clouds,43.6125,122.2653,Meirujia Hotel
554,Hirara,JP,81.03,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
555,Peniche,PT,80.55,broken clouds,39.3558,-9.3811,Hotel Star inn Peniche
556,Bogdana,RO,64.02,overcast clouds,43.9333,25.0833,
557,Mount Isa,AU,64.17,scattered clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
559,Iki-Burul,RU,75.54,scattered clouds,45.8208,44.6472,
560,Pokhara,NP,68.58,moderate rain,28.2333,83.9833,Butterfly Lodge
561,Bluefield,US,77.04,few clouds,37.2698,-81.2223,Economy Inn
562,Gizo,SB,77.56,moderate rain,-8.103,156.8419,Imagination Island
564,Belogorsk,RU,50.43,overcast clouds,50.9158,128.4611,Gostinitsa Vostok 2000
566,Wuwei,CN,67.19,overcast clouds,37.9281,102.6414,Thank Inn Chain Hotel gansu wuwei liangzhou district xiguan middle road
567,Nukus,UZ,89.58,clear sky,42.4531,59.6103,Hotel Jipek Joli
569,Talcahuano,CL,55.08,broken clouds,-36.7167,-73.1167,Hotel Terramar
570,Sendhwa,IN,86.43,overcast clouds,21.6833,75.1,Hotel Shagun Garden
572,Fort Nelson,CA,56.79,few clouds,58.8053,-122.7002,The Fort Nelson Hotel
573,Omboue,GA,78.55,light rain,-1.5746,9.2618,Hotel Olako
574,Tieling,CN,55.92,broken clouds,42.2931,123.8414,Tieling 99 Yuejia Business Guest House
575,Tshikapa,CD,79.25,clear sky,-6.4167,20.8,Hôtel Tshia-Muntu de Tshikapa
576,Tubinskiy,RU,68.14,clear sky,52.8892,58.2225,Palatochnyy Gorodok
579,Arecibo,PR,88.48,clear sky,18.4724,-66.7157,Atlantic Sand Oasis
580,Ceuta,ES,77.11,broken clouds,35.8903,-5.3075,Ceuta Puerta de Africa
581,Brownwood,US,84.29,broken clouds,31.7093,-98.9912,La Quinta Inn & Suites by Wyndham Brownwood
583,Hornepayne,CA,53.91,clear sky,49.2138,-84.7705,Jackfish River Inn
584,Ambulu,ID,75.65,broken clouds,-8.345,113.6058,Hotel Ambulu Jember
585,Oriximina,BR,84.99,few clouds,-1.7656,-55.8661,Pousada Tia Amélia
586,La Asuncion,VE,82.09,clear sky,11.0333,-63.8628,Colinas de Matasiete
587,Muriwai Beach,NZ,60.35,light rain,-36.8167,174.45,Coast Retreat Muriwai - Golf and Surf Holiday
588,Cumana,VE,81.64,few clouds,10.4635,-64.1775,TIUNA INN HOTEL
589,Tabas,IR,89.87,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
590,Soyo,AO,82.45,scattered clouds,-6.1349,12.3689,Hotel Mpampa
591,Acapulco,MX,87.62,scattered clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
592,Bonavista,CA,53.6,scattered clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
593,Canmore,CA,51.76,overcast clouds,51.0834,-115.3521,Blackstone Mountain Lodge by CLIQUE
594,Panguna,PG,68.11,light rain,-6.3164,155.4848,
595,Nosy Varika,MG,70.56,clear sky,-20.5833,48.5333,Hotel Volazara
596,Balkanabat,TM,89.71,clear sky,39.5108,54.3671,Nebitchi Hotel
600,Nagato,JP,71.51,scattered clouds,34.3833,131.2,いそう庵
601,Dongsheng,CN,68.27,clear sky,39.8161,109.9776,Crowne Plaza Ordos
603,Usogorsk,RU,50.65,overcast clouds,63.4106,48.6872,"""Dom Invest - Kvartiry Posutochno"""
607,Husainabad,IN,80.65,broken clouds,24.5333,84.0167,Mehdinager
608,Ridgecrest,US,81.64,clear sky,35.6225,-117.6709,SpringHill Suites by Marriott Ridgecrest
609,Kahului,US,76.84,few clouds,20.8947,-156.47,Maui Seaside Hotel
610,Pemba,MZ,74.1,broken clouds,-12.974,40.5178,Guesthouse Samotina
611,Hinton,CA,50.11,broken clouds,53.4001,-117.5857,Econo Lodge & Suites
613,Abomey,BJ,89.92,scattered clouds,7.1829,1.9912,Residence Hotel Marie Emmanuella
614,Morro Bay,US,73.38,clear sky,35.3658,-120.8499,Inn at Morro Bay
615,Lewistown,US,68.99,broken clouds,40.5992,-77.5714,Quality Inn & Suites
617,Gushikawa,JP,77.0,broken clouds,26.3544,127.8686,Kirari Guest House
618,Orange Cove,US,78.84,clear sky,36.6244,-119.3137,
619,Tete,MZ,71.04,clear sky,-16.1564,33.5867,Zambeze Paraíso Misterioso
620,Porto Novo,BJ,87.62,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
621,Fortuna,US,59.67,overcast clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
622,Lucapa,AO,73.63,clear sky,-8.4192,20.7447,Residência Ulisses Dos Santos
624,Tekeli,KZ,57.13,overcast clouds,44.83,78.8239,Тау Саулесi
625,Paso De Los Toros,UY,64.74,light rain,-32.8167,-56.5167,Complejo Isabelino
626,Pianco,BR,88.09,overcast clouds,-7.1981,-37.9292,Via hotel
627,Karratha,AU,75.67,broken clouds,-20.7377,116.8463,ibis Styles Karratha
628,Kathu,TH,83.62,broken clouds,7.9178,98.3332,Novotel Phuket Resort
629,Copiapo,CL,60.49,overcast clouds,-27.3667,-70.3333,San Francisco de La Selva
630,Stepnyak,KZ,58.69,clear sky,52.8339,70.7803,
631,Aguimes,ES,70.43,few clouds,27.9054,-15.4461,Hotel Villa de Aguimes
634,Ko Samui,TH,83.21,broken clouds,9.5357,99.9357,"The Passage Samui Villas & Resort, Thailand"
635,Hilotongan,PH,84.56,overcast clouds,11.144,123.6426,
636,Nioki,CD,82.67,broken clouds,-2.7167,17.6833,
637,Oga,IT,65.08,broken clouds,46.4631,10.347000000000001,QC Terme Bagni di Bormio Bagni Nuovi
638,Ponta Delgada,PT,66.92,few clouds,37.7333,-25.6667,Vila Nova Hotel
640,Japura,ID,73.87,clear sky,-0.3167,102.35,Rumah mbah Jamah
644,Lannion,FR,68.25,broken clouds,48.75,-3.4167,Hotel Arcadia
646,Babaeski,TR,61.92,moderate rain,41.4325,27.0931,Babaeski Ogretmenevi
647,Taurage,LT,55.94,light rain,55.2522,22.2897,Senamiesčio apartamentai
649,Ouesso,CG,79.65,overcast clouds,1.6136,16.0517,Hôtel LAVOUMA suite
650,Arivonimamo,MG,59.05,clear sky,-19.0167,47.1833,
651,Francistown,BW,64.58,clear sky,-21.17,27.5079,Budget House
652,Nivala,FI,50.68,scattered clouds,63.9167,24.9667,Hotelli Huiskankorpi / Aseman majatalo
653,Angatuba,BR,84.16,overcast clouds,-23.4897,-48.4128,Pousada da Vovó
655,Atraulia,IN,76.08,overcast clouds,26.3333,82.95,ShivKunj
657,Mareeba,AU,63.32,few clouds,-17.0,145.4333,Trinity Plains Tourist Park
659,Rawlins,US,67.33,clear sky,41.7911,-107.2387,"Holiday Inn Express Rawlins, an IHG Hotel"
660,Kasongo,CD,77.94,overcast clouds,-4.45,26.6667,Guest Hôtel
661,Winneba,GH,86.47,broken clouds,5.3511,-0.6231,Windy Lodge & Beach Resort
662,Santa Isabel Do Rio Negro,BR,82.42,scattered clouds,-0.4139,-65.0192,Hotel GSA
663,Rawa Mazowiecka,PL,61.63,broken clouds,51.7644,20.2549,Obiekt Tatar - Usługi hotelarskie
665,Port-Gentil,GA,82.36,light rain,-0.7193,8.7815,Fengshui Residence
666,Santa Maria,BR,58.3,moderate rain,-29.6842,-53.8069,Hotel Morotin
667,Owerri,NG,83.79,moderate rain,5.4833,7.0304,Donamario
668,Praia,CV,79.34,few clouds,14.9215,-23.5087,LT Aparthotel
670,Iralaya,HN,87.89,overcast clouds,15.0,-83.2333,Iglesia morava renovada
672,Mao,ES,68.56,few clouds,39.8885,4.2658,ARTIEM Capri
673,Mineros,BO,85.59,overcast clouds,-17.1167,-63.2333,Colpacaranda Eco Resort
675,Wanning,CN,81.95,overcast clouds,18.8003,110.3967,Paradise Hotel
677,Saint-Pierre,RE,73.04,clear sky,-21.3393,55.4781,Lindsey Hôtel
678,Canico,PT,75.0,scattered clouds,32.6333,-16.85,Quinta Splendida Wellness & Botanical Garden
680,Limon,CR,84.09,broken clouds,10.0,-83.0333,Hotel Playa Bonita
681,Puerto Cabezas,NI,87.76,broken clouds,14.0351,-83.3888,Cabaña Caribe
682,San Policarpo,PH,81.68,overcast clouds,12.1791,125.5072,JM Lodge
685,Nandurbar,IN,87.49,overcast clouds,21.3667,74.25,Hotel Heera Executive
687,Abha,SA,73.22,clear sky,18.2164,42.5053,Abha Hotel
688,Jauja,PE,62.49,few clouds,-11.7758,-75.4966,Hotel TunanMarca
689,Sao Gabriel Da Cachoeira,BR,85.8,scattered clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
690,Dakar,SN,83.28,scattered clouds,14.6937,-17.4441,Redface Studios Meublés
691,Opunake,NZ,53.35,moderate rain,-39.4556,173.8583,Walton Cottage
692,Skoghall,SE,70.36,clear sky,59.3232,13.4655,Mörudden Camping & Stugby
694,Nahuizalco,SV,85.87,overcast clouds,13.7775,-89.7367,Fundación Los Pámpanos
695,Rafai,CF,77.85,overcast clouds,4.95,23.9167,
697,Jijiga,ET,64.62,broken clouds,9.35,42.8,RAMAAS HOTEL
698,Botou,CN,74.44,light rain,38.0667,116.5667,Hanting Hotel Huanghua City Hall
699,Kingman,US,86.52,clear sky,35.1894,-114.053,Rodeway Inn Kingman Route 66
700,Liberta,AG,84.74,scattered clouds,17.0333,-61.7833,The Inn At English Harbour
701,Den Helder,NL,64.98,clear sky,52.9599,4.7593,Hotel Den Helder
702,Buchanan,LR,87.76,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
704,Lloydminster,CA,58.68,broken clouds,53.2835,-110.0016,BCMInns - Lloydminster
705,Lerwick,GB,50.0,overcast clouds,60.1545,-1.1494,The Lerwick Hotel
706,Antalaha,MG,72.61,clear sky,-14.9003,50.2788,Hotel Vitasoa
707,Yuanping,CN,63.23,clear sky,38.7153,112.7575,Yuanping Xinghe Guesthouse
708,Chumphon,TH,73.22,overcast clouds,10.3333,98.8333,สกาน จ๋า.
710,Gemena,CD,79.7,overcast clouds,3.25,19.7667,Hôtel Goshen
711,Sioux Lookout,CA,53.67,clear sky,50.1001,-91.917,Knobby's Fly-In Camps
712,Oktyabrskoye,RU,68.14,broken clouds,43.0645,44.7417,Prolesok Mini-hotel
713,Baghmara,IN,83.89,few clouds,23.795,86.2085,Shankar tea shop
714,Dwarka,IN,83.95,scattered clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
715,Kargopol,RU,50.56,broken clouds,61.5071,38.9456,Moroshka Inn
716,Ranot,TH,80.53,overcast clouds,7.7777,100.3213,Pakbanglake resort ปากบางเลค รีสอร์ท
717,Saint-Francois,FR,72.84,clear sky,46.4154,3.9054,Manoir Du Bonheur
719,Piacabucu,BR,81.57,broken clouds,-10.4056,-36.4344,Piaçabuçu News
